x,y,theta,v,omega,distance,heading_error,lidar_0,lidar_1,lidar_2,lidar_3,lidar_4,lidar_5,lidar_6,lidar_7,lidar_8
157.38272044564366,96.2457407964292,0.035464824921019905,4.0,-0.1,792.6261705938787,-0.03072832569814457,0.94949496,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94949496
161.3802052016767,96.38757036063764,0.035464824921019905,4.0,0.0,788.6280684807311,-0.030884158296607102,0.94949496,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94949496
165.37768995770972,96.52939992484608,0.035464824921019905,4.0,0.0,784.6299857136366,-0.031041578989203945,0.94949496,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94949496
169.37517471374275,96.67122948905451,-0.0645351750789801,4.0,-0.1,780.6319225898427,0.06879938783118916,0.85858583,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
173.3668480266075,96.41326793501308,-0.0645351750789801,4.0,0.0,776.6414342481559,0.06915345148913961,0.85858583,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
177.35852133947225,96.15530638097165,-0.0645351750789801,4.0,0.0,772.651044272737,0.06951117234669066,0.85858583,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
181.350194652337,95.89734482693022,0.035464824921019905,4.0,0.1,768.6607541955484,-0.030127392730976983,0.93939394,1.0,0.97979796,1.0,1.0,1.0,1.0,1.0,0.94949496
185.34767940837003,96.03917439113866,0.035464824921019905,4.0,0.0,764.6625788710134,-0.03028496725508372,0.93939394,1.0,0.94949496,1.0,1.0,1.0,1.0,1.0,0.94949496
189.34516416440306,96.1810039553471,-0.0645351750789801,4.0,-0.1,760.6644227324347,0.06955580175036366,0.85858583,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
193.3368374772678,95.92304240130566,0.035464824921019905,4.0,0.1,756.6741459189444,-0.030076802418910874,0.93939394,1.0,0.8888889,1.0,1.0,1.0,1.0,1.0,0.94949496
197.33432223330084,96.0648719655141,0.1354648249210199,4.0,0.1,752.6759646226604,-0.13023661763563543,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8787879
201.29767688621266,96.60507553384946,0.1354648249210199,4.0,0.0,748.7100200665894,-0.13093044444151986,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.86868685
205.26103153912447,97.14527910218482,0.23546482492101992,4.0,0.1,744.7444397748621,-0.23163166050089082,1.0,0.82828283,1.0,1.0,1.0,1.0,1.0,0.93939394,0.8080808
